order_id,order_date,product,category,region,units,unit_price,revenue
ORD-0702,2025-07-04,Standing Desk,Furniture,West,11,449.99,4949.89
ORD-0703,2025-08-17,Wireless Mouse,Electronics,South,12,24.99,299.88
ORD-0704,2025-02-28,Bluetooth Speaker,Electronics,East,13,59.99,779.87
ORD-0705,2025-09-21,Mechanical Keyboard,Electronics,West,12,99.99,1199.88
ORD-0706,2025-11-30,Logo T-Shirt,Apparel,North,10,18.99,189.9
ORD-0707,2025-10-01,USB-C Hub,Electronics,,18,39.99,719.82
ORD-0708,2025-12-17,USB-C Hub,Electronics,North,7,39.99,279.93
ORD-0709,2025-11-28,Bookshelf,Furniture,North,14,129.99,1819.86
ORD-0710,2025-06-19,Desk Lamp,Furniture,North,15,34.99,524.85
ORD-0711,2025-10-13,USB-C Hub,Electronics,South,9,39.99,359.91
ORD-0712,2025-08-19,Paper Ream,Office Supplies,West,13,9.99,129.87
ORD-0713,2025-12-11,Notebook Pack,Office Supplies,North,13,12.99,168.87
ORD-0714,2025-12-25,Mechanical Keyboard,Electronics,East,2,99.99,199.98
ORD-0715,2025-11-07,Bluetooth Speaker,Electronics,West,10,59.99,599.9
ORD-0716,2025-08-31,Socks 3-Pack,Apparel,South,1,11.99,11.99
ORD-0717,2025-06-01,Monitor Arm,Furniture,South,18,89.99,1619.82
ORD-0718,2025-10-11,Stapler,Office Supplies,South,1,14.99,14.99
ORD-0719,2025-10-21,Wireless Mouse,Electronics,North,1,24.99,24.99
ORD-0720,2025-04-19,Gel Pens 10ct,Office Supplies,South,12,8.99,107.88
ORD-0721,2025-11-12,Office Chair,Furniture,South,8,189.99,1519.92
ORD-0722,2025-01-28,USB-C Hub,Electronics,West,19,39.99,759.81
ORD-0723,2025-05-09,Bluetooth Speaker,Electronics,West,3,59.99,179.97
ORD-0724,2025-12-10,Stapler,Office Supplies,North,5,14.99,74.95
ORD-0725,2025-04-10,Desk Organizer,Office Supplies,West,3,19.99,59.97
ORD-0726,2025-12-22,Desk Organizer,Office Supplies,East,10,19.99,199.9
ORD-0727,2025-01-03,Paper Ream,Office Supplies,South,6,9.99,59.94
ORD-0728,2025-03-10,Baseball Cap,Apparel,East,12,16.99,203.88
ORD-0729,2025-07-03,Socks 3-Pack,Apparel,West,15,11.99,179.85
ORD-0730,2025-02-11,USB-C Hub,Electronics,South,20,39.99,799.8
ORD-0731,2025-02-08,Standing Desk,Furniture,North,3,449.99,1349.97
ORD-0732,2025-01-19,Rain Jacket,Apparel,West,7,69.99,489.93
ORD-0733,2025-04-25,Standing Desk,Furniture,East,13,449.99,5849.87
ORD-0734,2025-09-19,Monitor Arm,Furniture,East,17,89.99,1529.83
ORD-0735,2025-12-17,USB-C Hub,Electronics,South,20,39.99,799.8
ORD-0736,2025-10-17,Hoodie,Apparel,South,6,44.99,269.94
ORD-0737,2025-04-23,Baseball Cap,Apparel,South,2,16.99,33.98
ORD-0738,2025-04-30,Bluetooth Speaker,Electronics,South,12,59.99,719.88
ORD-0739,2025-08-21,Paper Ream,Office Supplies,North,16,9.99,159.84
ORD-0740,2025-11-21,Notebook Pack,Office Supplies,East,17,12.99,220.83
ORD-0741,2025-07-07,Monitor Arm,Furniture,North,13,89.99,1169.87
ORD-0742,2025-09-22,Paper Ream,Office Supplies,East,8,9.99,79.92
ORD-0743,2025-01-04,Socks 3-Pack,Apparel,South,20,11.99,239.8
ORD-0744,2025-02-09,Hoodie,Apparel,East,8,44.99,359.92
ORD-0745,2025-03-22,Office Chair,Furniture,North,6,189.99,1139.94
ORD-0746,2025-02-28,Monitor Arm,Furniture,West,11,89.99,989.89
ORD-0747,2025-03-24,Hoodie,Apparel,West,19,44.99,854.81
ORD-0748,2025-03-07,USB-C Hub,Electronics,South,2,39.99,79.98
ORD-0749,2025-10-21,Bookshelf,Furniture,South,2,129.99,259.98
ORD-0750,2025-07-27,Gel Pens 10ct,Office Supplies,North,17,8.99,152.83
ORD-0751,2025-08-18,Notebook Pack,Office Supplies,West,7,12.99,90.93
ORD-0752,2025-07-30,Hoodie,Apparel,South,8,44.99,359.92
ORD-0753,2025-08-21,Gel Pens 10ct,Office Supplies,North,11,8.99,98.89
ORD-0754,2025-03-09,Monitor Arm,Furniture,South,13,89.99,1169.87
ORD-0755,2025-02-19,Hoodie,Apparel,North,20,44.99,899.8
ORD-0756,2025-12-04,Wireless Mouse,Electronics,North,16,24.99,399.84
ORD-0757,2025-07-09,Rain Jacket,Apparel,West,14,69.99,979.86
ORD-0758,2025-06-29,Monitor Arm,Furniture,North,13,89.99,1169.87
ORD-0759,2025-09-02,Hoodie,Apparel,North,9,44.99,404.91
ORD-0760,2025-07-29,Desk Organizer,Office Supplies,North,18,19.99,359.82
ORD-0761,2025-03-02,Mechanical Keyboard,Electronics,West,17,99.99,1699.83
ORD-0762,2025-07-05,Standing Desk,Furniture,West,14,449.99,6299.86
ORD-0763,2025-08-05,Stapler,Office Supplies,East,18,14.99,269.82
ORD-0764,2025-10-10,Hoodie,Apparel,West,14,44.99,629.86
ORD-0765,2025-10-12,Standing Desk,Furniture,East,18,449.99,8099.82
ORD-0766,2025-12-04,Paper Ream,Office Supplies,South,5,9.99,49.95
ORD-0767,2025-04-20,Hoodie,Apparel,East,4,44.99,179.96
ORD-0768,2025-11-22,USB-C Hub,Electronics,,13,39.99,519.87
ORD-0769,2025-11-04,USB-C Hub,Electronics,North,16,39.99,639.84
ORD-0770,2025-02-10,Gel Pens 10ct,Office Supplies,West,12,8.99,107.88
ORD-0771,2025-05-27,Rain Jacket,Apparel,North,17,69.99,1189.83
ORD-0772,2025-01-06,Monitor Arm,Furniture,East,15,89.99,1349.85
ORD-0773,2025-09-19,Desk Lamp,Furniture,South,20,34.99,699.8
ORD-0774,2025-05-03,Desk Lamp,Furniture,South,12,34.99,419.88
ORD-0775,2025-06-30,Bluetooth Speaker,Electronics,West,13,59.99,779.87
ORD-0776,2025-12-27,Bookshelf,Furniture,North,1,129.99,129.99
ORD-0777,2025-06-28,Desk Organizer,Office Supplies,East,19,19.99,379.81
ORD-0778,2025-08-21,Bookshelf,Furniture,North,7,129.99,909.93
ORD-0779,2025-09-17,Gel Pens 10ct,Office Supplies,North,14,8.99,125.86
ORD-0780,2025-09-20,Stapler,Office Supplies,East,4,14.99,59.96
ORD-0781,2025-09-05,Socks 3-Pack,Apparel,East,19,11.99,227.81
ORD-0782,2025-01-15,Socks 3-Pack,Apparel,East,19,11.99,227.81
ORD-0783,2025-12-13,Webcam HD,Electronics,East,8,79.99,639.92
ORD-0784,2025-10-02,Baseball Cap,Apparel,,17,16.99,288.83
ORD-0785,2025-02-17,Gel Pens 10ct,Office Supplies,East,10,8.99,89.9
ORD-0786,2025-09-01,Mechanical Keyboard,Electronics,South,6,99.99,599.94
ORD-0787,2025-09-13,Gel Pens 10ct,Office Supplies,South,7,8.99,62.93
ORD-0788,2025-04-28,Standing Desk,Furniture,South,7,449.99,3149.93
ORD-0789,2025-03-03,Gel Pens 10ct,Office Supplies,West,4,8.99,35.96
ORD-0790,2025-09-04,Mechanical Keyboard,Electronics,East,2,99.99,199.98
ORD-0791,2025-09-09,Rain Jacket,Apparel,East,9,69.99,629.91
ORD-0792,2025-03-07,Hoodie,Apparel,West,19,44.99,854.81
ORD-0793,2025-09-15,Rain Jacket,Apparel,South,2,69.99,139.98
ORD-0794,2025-08-24,Logo T-Shirt,Apparel,North,17,18.99,322.83
ORD-0795,2025-10-25,USB-C Hub,Electronics,East,13,39.99,519.87
ORD-0796,2025-05-15,Gel Pens 10ct,Office Supplies,West,18,8.99,161.82
ORD-0797,2025-09-13,Stapler,Office Supplies,West,6,14.99,89.94
ORD-0798,2025-05-24,Stapler,Office Supplies,South,13,14.99,194.87
ORD-0799,2025-05-01,Desk Lamp,Furniture,West,9,34.99,314.91
ORD-0800,2025-08-31,Office Chair,Furniture,South,5,189.99,949.95
ORD-0801,2025-11-19,Socks 3-Pack,Apparel,East,5,11.99,59.95
ORD-0802,2025-10-15,Baseball Cap,Apparel,North,9,16.99,152.91
ORD-0803,2025-01-31,Logo T-Shirt,Apparel,East,6,18.99,113.94
ORD-0804,2025-06-21,Logo T-Shirt,Apparel,East,15,18.99,284.85
ORD-0805,2025-07-30,Stapler,Office Supplies,South,1,14.99,14.99
ORD-0806,2025-06-16,Standing Desk,Furniture,West,12,449.99,5399.88
ORD-0807,2025-11-11,Logo T-Shirt,Apparel,South,13,18.99,246.87
ORD-0808,2025-11-20,Standing Desk,Furniture,West,14,449.99,6299.86
ORD-0809,2025-06-25,Wireless Mouse,Electronics,East,6,24.99,149.94
ORD-0810,2025-11-27,Stapler,Office Supplies,West,20,14.99,299.8
ORD-0811,2025-08-19,Desk Organizer,Office Supplies,South,17,19.99,339.83
ORD-0812,2025-12-05,USB-C Hub,Electronics,North,8,39.99,319.92
ORD-0813,2025-02-22,Office Chair,Furniture,West,13,189.99,2469.87
ORD-0814,2025-09-26,Wireless Mouse,Electronics,North,13,24.99,324.87
ORD-0815,2025-03-21,Bluetooth Speaker,Electronics,West,20,59.99,1199.8
ORD-0816,2025-05-26,Gel Pens 10ct,Office Supplies,South,8,8.99,71.92
ORD-0817,2025-01-15,Bookshelf,Furniture,East,6,129.99,779.94
ORD-0818,2025-10-04,Paper Ream,Office Supplies,West,15,9.99,149.85
ORD-0819,2025-10-30,Bookshelf,Furniture,West,6,129.99,779.94
ORD-0820,2025-10-04,Stapler,Office Supplies,North,16,14.99,239.84
ORD-0821,2025-07-31,Baseball Cap,Apparel,East,12,16.99,203.88
ORD-0822,2025-03-11,Wireless Mouse,Electronics,West,17,24.99,424.83
ORD-0823,2025-06-03,Webcam HD,Electronics,,16,79.99,1279.84
ORD-0824,2025-04-29,Baseball Cap,Apparel,East,20,16.99,339.8
ORD-0825,2025-08-12,Monitor Arm,Furniture,South,18,89.99,1619.82
ORD-0826,2025-05-15,Socks 3-Pack,Apparel,South,8,11.99,95.92
ORD-0827,2025-05-18,Stapler,Office Supplies,North,18,14.99,269.82
ORD-0828,2025-02-26,Office Chair,Furniture,West,10,189.99,1899.9
ORD-0829,2025-04-07,Desk Organizer,Office Supplies,South,16,19.99,319.84
ORD-0830,2025-04-06,Mechanical Keyboard,Electronics,East,1,99.99,99.99
ORD-0831,2025-01-05,Gel Pens 10ct,Office Supplies,South,15,8.99,134.85
ORD-0832,2025-06-25,Webcam HD,Electronics,West,7,79.99,559.93
ORD-0833,2025-06-19,Paper Ream,Office Supplies,South,2,9.99,19.98
ORD-0834,2025-02-06,Bluetooth Speaker,Electronics,South,13,59.99,779.87
ORD-0835,2025-01-07,Standing Desk,Furniture,South,13,449.99,5849.87
ORD-0836,2025-01-18,Socks 3-Pack,Apparel,North,8,11.99,95.92
ORD-0837,2025-12-15,Monitor Arm,Furniture,East,13,89.99,1169.87
ORD-0838,2025-09-24,Desk Lamp,Furniture,West,18,34.99,629.82
ORD-0839,2025-01-27,Gel Pens 10ct,Office Supplies,South,12,8.99,107.88
ORD-0840,2025-06-16,USB-C Hub,Electronics,,14,39.99,559.86
ORD-0841,2025-07-22,Desk Organizer,Office Supplies,North,4,19.99,79.96
ORD-0842,2025-12-19,Mechanical Keyboard,Electronics,East,16,99.99,1599.84
ORD-0843,2025-09-13,USB-C Hub,Electronics,East,6,39.99,239.94
ORD-0844,2025-11-27,Wireless Mouse,Electronics,North,12,24.99,299.88
ORD-0845,2025-06-12,Monitor Arm,Furniture,East,8,89.99,719.92
ORD-0846,2025-12-19,Hoodie,Apparel,South,1,44.99,44.99
ORD-0847,2025-12-28,Notebook Pack,Office Supplies,East,16,12.99,207.84
ORD-0848,2025-04-06,Hoodie,Apparel,East,19,44.99,854.81
ORD-0849,2025-10-11,Baseball Cap,Apparel,South,20,16.99,339.8
ORD-0850,2025-10-05,Baseball Cap,Apparel,North,9,16.99,152.91
ORD-0851,2025-11-14,Hoodie,Apparel,South,1,44.99,44.99
ORD-0852,2025-07-18,Notebook Pack,Office Supplies,West,18,12.99,233.82
ORD-0853,2025-06-15,Bookshelf,Furniture,East,10,129.99,1299.9
ORD-0854,2025-12-04,Wireless Mouse,Electronics,South,17,24.99,424.83
ORD-0855,2025-02-24,Desk Lamp,Furniture,North,7,34.99,244.93
ORD-0856,2025-12-03,Mechanical Keyboard,Electronics,East,13,99.99,1299.87
ORD-0857,2025-11-07,Bluetooth Speaker,Electronics,North,8,59.99,479.92
ORD-0858,2025-08-28,Monitor Arm,Furniture,North,3,89.99,269.97
ORD-0859,2025-07-08,Desk Organizer,Office Supplies,North,14,19.99,279.86
ORD-0860,2025-02-06,Desk Organizer,Office Supplies,North,2,19.99,39.98
ORD-0861,2025-02-21,Bookshelf,Furniture,West,4,129.99,519.96
ORD-0862,2025-12-03,Office Chair,Furniture,South,17,189.99,3229.83
ORD-0863,2025-07-03,Logo T-Shirt,Apparel,West,19,18.99,360.81
ORD-0864,2025-10-09,USB-C Hub,Electronics,East,6,39.99,239.94
ORD-0865,2025-08-15,Bookshelf,Furniture,East,20,129.99,2599.8
ORD-0866,2025-11-21,Stapler,Office Supplies,East,14,14.99,209.86
ORD-0867,2025-04-20,Bookshelf,Furniture,East,18,129.99,2339.82
ORD-0868,2025-07-23,Paper Ream,Office Supplies,,15,9.99,149.85
ORD-0869,2025-01-09,Bluetooth Speaker,Electronics,East,20,59.99,1199.8
ORD-0870,2025-04-20,Bluetooth Speaker,Electronics,North,8,59.99,479.92
ORD-0871,2025-10-12,Desk Organizer,Office Supplies,South,17,19.99,339.83
ORD-0872,2025-07-02,Wireless Mouse,Electronics,East,15,24.99,374.85
ORD-0873,2025-04-30,Desk Organizer,Office Supplies,East,8,19.99,159.92
ORD-0874,2025-10-19,Mechanical Keyboard,Electronics,North,13,99.99,1299.87
ORD-0875,2025-09-07,Paper Ream,Office Supplies,North,6,9.99,59.94
ORD-0876,2025-07-15,Notebook Pack,Office Supplies,North,19,12.99,246.81
ORD-0877,2025-08-02,Stapler,Office Supplies,North,14,14.99,209.86
ORD-0878,2025-11-21,Bookshelf,Furniture,West,1,129.99,129.99
ORD-0879,2025-01-22,Bluetooth Speaker,Electronics,South,17,59.99,1019.83
ORD-0880,2025-03-20,Desk Organizer,Office Supplies,West,8,19.99,159.92
ORD-0881,2025-09-16,Rain Jacket,Apparel,West,19,69.99,1329.81
ORD-0882,2025-03-09,Paper Ream,Office Supplies,West,5,9.99,49.95
ORD-0883,2025-05-15,Mechanical Keyboard,Electronics,West,13,99.99,1299.87
ORD-0884,2025-10-14,Office Chair,Furniture,West,16,189.99,3039.84
ORD-0885,2025-09-26,Bookshelf,Furniture,North,20,129.99,2599.8
ORD-0886,2025-12-17,Paper Ream,Office Supplies,North,11,9.99,109.89
ORD-0887,2025-07-07,Webcam HD,Electronics,East,14,79.99,1119.86
ORD-0888,2025-06-06,Desk Organizer,Office Supplies,East,1,19.99,19.99
ORD-0889,2025-08-14,Rain Jacket,Apparel,South,5,69.99,349.95
ORD-0890,2025-02-13,Standing Desk,Furniture,North,5,449.99,2249.95
ORD-0891,2025-05-28,Bookshelf,Furniture,,5,129.99,649.95
ORD-0892,2025-08-30,Bluetooth Speaker,Electronics,,15,59.99,899.85
ORD-0893,2025-04-15,Bookshelf,Furniture,East,7,129.99,909.93
ORD-0894,2025-12-22,Rain Jacket,Apparel,North,5,69.99,349.95
ORD-0895,2025-01-23,Rain Jacket,Apparel,North,17,69.99,1189.83
ORD-0896,2025-05-19,Gel Pens 10ct,Office Supplies,North,20,8.99,179.8
ORD-0897,2025-12-06,Webcam HD,Electronics,East,9,79.99,719.91
ORD-0898,2025-11-29,Wireless Mouse,Electronics,West,10,24.99,249.9
ORD-0899,2025-11-02,Bluetooth Speaker,Electronics,South,16,59.99,959.84
ORD-0900,2025-10-15,Bookshelf,Furniture,North,15,129.99,1949.85
ORD-0901,2025-06-06,USB-C Hub,Electronics,West,17,39.99,679.83
ORD-0902,2025-12-17,Desk Lamp,Furniture,East,12,34.99,419.88
ORD-0903,2025-02-01,Bookshelf,Furniture,West,9,129.99,1169.91
ORD-0904,2025-04-26,Mechanical Keyboard,Electronics,West,9,99.99,899.91
ORD-0905,2025-09-24,Desk Lamp,Furniture,South,13,34.99,454.87
ORD-0906,2025-03-20,Hoodie,Apparel,East,19,44.99,854.81
ORD-0907,2025-03-09,Paper Ream,Office Supplies,South,18,9.99,179.82
ORD-0908,2025-12-19,Office Chair,Furniture,South,10,189.99,1899.9
ORD-0909,2025-03-22,Hoodie,Apparel,North,19,44.99,854.81
ORD-0910,2025-01-16,Standing Desk,Furniture,West,5,449.99,2249.95
ORD-0911,2025-11-23,Baseball Cap,Apparel,East,15,16.99,254.85
ORD-0912,2025-03-09,Office Chair,Furniture,East,4,189.99,759.96
ORD-0913,2025-04-29,Bookshelf,Furniture,East,8,129.99,1039.92
ORD-0914,2025-09-15,Webcam HD,Electronics,West,5,79.99,399.95
ORD-0915,2025-09-09,Gel Pens 10ct,Office Supplies,South,13,8.99,116.87
ORD-0916,2025-07-29,Office Chair,Furniture,North,2,189.99,379.98
ORD-0917,2025-12-10,Paper Ream,Office Supplies,South,8,9.99,79.92
ORD-0918,2025-11-12,USB-C Hub,Electronics,East,15,39.99,599.85
ORD-0919,2025-07-27,Hoodie,Apparel,West,14,44.99,629.86
ORD-0920,2025-10-20,Paper Ream,Office Supplies,North,20,9.99,199.8
ORD-0921,2025-01-22,Webcam HD,Electronics,South,15,79.99,1199.85
ORD-0922,2025-07-18,Logo T-Shirt,Apparel,North,18,18.99,341.82
ORD-0923,2025-07-23,Standing Desk,Furniture,East,15,449.99,6749.85
ORD-0924,2025-05-31,Hoodie,Apparel,North,14,44.99,629.86
ORD-0925,2025-02-16,Monitor Arm,Furniture,North,15,89.99,1349.85
ORD-0926,2025-03-11,Bookshelf,Furniture,East,18,129.99,2339.82
ORD-0927,2025-08-21,Logo T-Shirt,Apparel,South,6,18.99,113.94
ORD-0928,2025-06-15,Logo T-Shirt,Apparel,South,9,18.99,170.91
ORD-0929,2025-12-28,Wireless Mouse,Electronics,East,4,24.99,99.96
ORD-0930,2025-09-19,Mechanical Keyboard,Electronics,South,13,99.99,1299.87
ORD-0931,2025-01-23,Rain Jacket,Apparel,East,13,69.99,909.87
ORD-0932,2025-04-02,Office Chair,Furniture,North,5,189.99,949.95
ORD-0933,2025-08-17,Baseball Cap,Apparel,South,10,16.99,169.9
ORD-0934,2025-01-02,USB-C Hub,Electronics,East,7,39.99,279.93
ORD-0935,2025-09-13,Webcam HD,Electronics,North,16,79.99,1279.84
ORD-0936,2025-10-29,Hoodie,Apparel,West,7,44.99,314.93
ORD-0937,2025-11-04,Socks 3-Pack,Apparel,South,3,11.99,35.97
ORD-0938,2025-04-17,Desk Organizer,Office Supplies,South,18,19.99,359.82
ORD-0939,2025-03-16,Bluetooth Speaker,Electronics,East,2,59.99,119.98
ORD-0940,2025-02-25,Notebook Pack,Office Supplies,South,2,12.99,25.98
ORD-0941,2025-12-05,Standing Desk,Furniture,South,20,449.99,8999.8
ORD-0942,2025-01-19,Rain Jacket,Apparel,East,12,69.99,839.88
ORD-0943,2025-02-04,Stapler,Office Supplies,North,13,14.99,194.87
ORD-0944,2025-03-04,Paper Ream,Office Supplies,East,5,9.99,49.95
ORD-0945,2025-09-26,Desk Organizer,Office Supplies,South,14,19.99,279.86
ORD-0946,2025-11-19,Wireless Mouse,Electronics,North,19,24.99,474.81
ORD-0947,2025-08-07,Rain Jacket,Apparel,East,10,69.99,699.9
ORD-0948,2025-11-16,Desk Organizer,Office Supplies,South,19,19.99,379.81
ORD-0949,2025-09-10,Rain Jacket,Apparel,South,16,69.99,1119.84
ORD-0950,2025-03-02,Gel Pens 10ct,Office Supplies,,1,8.99,8.99
ORD-0951,2025-08-01,USB-C Hub,Electronics,East,20,39.99,799.8
ORD-0952,2025-01-06,Desk Organizer,Office Supplies,East,7,19.99,139.93
ORD-0953,2025-06-03,Notebook Pack,Office Supplies,East,10,12.99,129.9
ORD-0954,2025-06-24,Wireless Mouse,Electronics,North,11,24.99,274.89
ORD-0955,2025-06-23,Office Chair,Furniture,West,11,189.99,2089.89
ORD-0956,2025-09-04,Logo T-Shirt,Apparel,West,5,18.99,94.95
ORD-0957,2025-01-29,Paper Ream,Office Supplies,East,14,9.99,139.86
ORD-0958,2025-01-10,Desk Organizer,Office Supplies,East,18,19.99,359.82
ORD-0959,2025-05-24,Notebook Pack,Office Supplies,East,5,12.99,64.95
ORD-0960,2025-10-20,Rain Jacket,Apparel,South,6,69.99,419.94
ORD-0961,2025-12-30,Bluetooth Speaker,Electronics,West,11,59.99,659.89
ORD-0962,2025-07-10,Webcam HD,Electronics,East,8,79.99,639.92
ORD-0963,2025-03-31,Bookshelf,Furniture,North,10,129.99,1299.9
ORD-0964,2025-09-17,Desk Lamp,Furniture,,15,34.99,524.85
ORD-0965,2025-04-08,Rain Jacket,Apparel,West,5,69.99,349.95
ORD-0966,2025-02-20,Stapler,Office Supplies,South,5,14.99,74.95
ORD-0967,2025-07-18,Desk Lamp,Furniture,North,15,34.99,524.85
ORD-0968,2025-12-18,Bluetooth Speaker,Electronics,North,2,59.99,119.98
ORD-0969,2025-02-22,Paper Ream,Office Supplies,East,2,9.99,19.98
ORD-0970,2025-11-24,Mechanical Keyboard,Electronics,East,10,99.99,999.9
ORD-0971,2025-05-22,Office Chair,Furniture,West,10,189.99,1899.9
ORD-0972,2025-03-22,Bluetooth Speaker,Electronics,North,5,59.99,299.95
ORD-0973,2025-06-29,USB-C Hub,Electronics,East,18,39.99,719.82
ORD-0974,2025-05-06,Standing Desk,Furniture,East,19,449.99,8549.81
ORD-0975,2025-01-26,Desk Organizer,Office Supplies,West,15,19.99,299.85
ORD-0976,2025-01-28,Wireless Mouse,Electronics,West,13,24.99,324.87
ORD-0977,2025-11-19,Bookshelf,Furniture,West,19,129.99,2469.81
ORD-0978,2025-04-12,Stapler,Office Supplies,North,11,14.99,164.89
ORD-0979,2025-02-17,Rain Jacket,Apparel,West,5,69.99,349.95
ORD-0980,2025-12-17,Webcam HD,Electronics,West,10,79.99,799.9
ORD-0981,2025-03-15,Hoodie,Apparel,East,8,44.99,359.92
ORD-0982,2025-12-25,Paper Ream,Office Supplies,East,6,9.99,59.94
ORD-0983,2025-01-16,Paper Ream,Office Supplies,North,16,9.99,159.84
ORD-0984,2025-03-29,Paper Ream,Office Supplies,East,15,9.99,149.85
ORD-0985,2025-07-27,Bookshelf,Furniture,North,4,129.99,519.96
ORD-0986,2025-06-04,Desk Organizer,Office Supplies,West,3,19.99,59.97
ORD-0987,2025-05-05,Hoodie,Apparel,West,20,44.99,899.8
ORD-0988,2025-04-17,Logo T-Shirt,Apparel,West,11,18.99,208.89
ORD-0989,2025-10-06,Rain Jacket,Apparel,South,11,69.99,769.89
ORD-0990,2025-02-28,Mechanical Keyboard,Electronics,West,16,99.99,1599.84
ORD-0991,2025-08-16,Desk Organizer,Office Supplies,West,4,19.99,79.96
ORD-0992,2025-12-17,Mechanical Keyboard,Electronics,West,4,99.99,399.96
ORD-0993,2025-02-16,Paper Ream,Office Supplies,South,2,9.99,19.98
ORD-0994,2025-08-20,USB-C Hub,Electronics,West,5,39.99,199.95
ORD-0995,2025-12-15,Hoodie,Apparel,East,7,44.99,314.93
ORD-0996,2025-02-15,Paper Ream,Office Supplies,West,12,9.99,119.88
ORD-0997,2025-07-09,Standing Desk,Furniture,North,2,449.99,899.98
ORD-0998,2025-02-26,Mechanical Keyboard,Electronics,North,12,99.99,1199.88
ORD-0999,2025-07-21,Monitor Arm,Furniture,West,19,89.99,1709.81
ORD-1000,2025-10-07,Socks 3-Pack,Apparel,South,14,11.99,167.86
